work_year,experience_yr,experience_level,employment_type,job_title,job_title_nm,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,3,SE,FT,Data Engineer,2,177600,USD,177600,US,100,US,L
2022,3,SE,FT,Data Engineer,2,131300,USD,131300,US,100,US,L
2022,2,MI,FT,Data Engineer,2,24000,USD,24000,US,0,US,M
2022,2,MI,FT,Data Engineer,2,24000,USD,24000,US,0,US,M
2022,3,SE,FT,Data Engineer,2,250000,USD,250000,US,0,US,M
2022,3,SE,FT,Data Engineer,2,63000,USD,63000,US,0,US,M
2022,3,SE,FT,Data Engineer,2,145000,USD,145000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,115000,USD,115000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,210000,USD,210000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,100000,USD,100000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,206699,USD,206699,US,0,US,M
2022,3,SE,FT,Data Engineer,2,99100,USD,99100,US,0,US,M
2022,3,SE,FT,Data Engineer,2,250000,USD,250000,US,0,US,M
2022,3,SE,FT,Data Engineer,2,63000,USD,63000,US,0,US,M
2022,3,SE,FT,Data Engineer,2,250000,USD,250000,US,0,US,M
2022,3,SE,FT,Data Engineer,2,63000,USD,63000,US,0,US,M
2022,3,SE,FT,Data Engineer,2,100000,USD,100000,US,0,US,L
2022,3,SE,FT,Data Engineer,2,80000,USD,80000,US,0,US,L
2022,2,MI,FT,Data Engineer,2,74000,GBP,91118,GB,0,GB,M
2022,2,MI,FT,Data Engineer,2,50000,GBP,61566,GB,0,GB,M
2022,3,SE,FT,Data Engineer,2,170000,USD,170000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,130000,USD,130000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,200000,USD,200000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,160000,USD,160000,US,100,US,M
2022,2,MI,FT,Data Engineer,2,110000,GBP,135446,GB,0,GB,M
2022,2,MI,FT,Data Engineer,2,85000,GBP,104663,GB,0,GB,M
2022,1,EN,FT,Data Engineer,2,129000,USD,129000,US,100,US,L
2022,1,EN,FT,Data Engineer,2,86000,USD,86000,US,100,US,L
2020,1,EN,FT,Data Engineer,2,1000000,INR,13493,IN,100,IN,L
2020,1,EN,FT,Data Engineer,2,1000000,INR,13493,IN,100,IN,L
2022,3,SE,FT,Data Engineer,2,210000,USD,210000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,100000,USD,100000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,175000,USD,175000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,135000,USD,135000,US,100,US,M
2022,2,MI,FT,Data Engineer,2,75000,GBP,92350,GB,100,GB,M
2022,2,MI,FT,Data Engineer,2,55000,GBP,67723,GB,100,GB,M
2022,2,MI,FT,Data Engineer,2,62500,EUR,65666,DE,50,DE,S
2022,2,MI,FT,Data Engineer,2,90000,GBP,110820,GB,0,GB,M
2022,2,MI,FT,Data Engineer,2,75000,GBP,92350,GB,0,GB,M
2022,3,SE,FT,Data Engineer,2,209100,USD,209100,US,100,US,L
2022,3,SE,FT,Data Engineer,2,154600,USD,154600,US,100,US,L
2022,3,SE,FT,Data Engineer,2,175000,USD,175000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,155000,USD,155000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,165400,USD,165400,US,100,US,M
2022,3,SE,FT,Data Engineer,2,132320,USD,132320,US,100,US,M
2022,3,SE,FT,Data Engineer,2,136994,USD,136994,US,100,US,M
2022,3,SE,FT,Data Engineer,2,101570,USD,101570,US,100,US,M
2022,3,SE,FT,Data Engineer,2,183600,USD,183600,US,100,US,L
2022,3,SE,FT,Data Engineer,2,100800,USD,100800,US,100,US,L
2022,2,MI,FT,Data Engineer,2,80000,EUR,84053,ES,100,ES,M
2022,2,MI,FT,Data Engineer,2,70000,EUR,73546,ES,100,ES,M
2022,2,MI,FT,Data Engineer,2,80000,GBP,98506,GB,100,GB,M
2022,2,MI,FT,Data Engineer,2,70000,GBP,86193,GB,100,GB,M
2022,2,MI,FT,Data Engineer,2,80000,EUR,84053,GR,100,GR,M
2022,2,MI,FT,Data Engineer,2,70000,EUR,73546,GR,100,GR,M
2022,2,MI,FT,Data Engineer,2,75000,GBP,92350,GB,100,GB,M
2022,2,MI,FT,Data Engineer,2,60000,GBP,73880,GB,100,GB,M
2022,2,MI,FT,Data Engineer,2,60000,EUR,63040,ES,100,ES,M
2022,2,MI,FT,Data Engineer,2,45000,EUR,47280,ES,100,ES,M
2022,2,MI,FT,Data Engineer,2,60000,EUR,63040,GR,100,GR,M
2022,2,MI,FT,Data Engineer,2,45000,EUR,47280,GR,100,GR,M
2022,2,MI,FT,Data Engineer,2,60000,GBP,73880,GB,100,GB,M
2022,2,MI,FT,Data Engineer,2,45000,GBP,55410,GB,100,GB,M
2022,2,MI,FT,Data Engineer,2,82900,USD,82900,US,0,US,M
2022,2,MI,FT,Data Engineer,2,63900,USD,63900,US,0,US,M
2022,3,SE,FT,Data Engineer,2,136000,USD,136000,US,0,US,M
2022,3,SE,FT,Data Engineer,2,108800,USD,108800,US,0,US,M
2022,4,EX,FT,Data Engineer,2,242000,USD,242000,US,100,US,M
2022,4,EX,FT,Data Engineer,2,200000,USD,200000,US,100,US,M
2022,2,MI,FT,Data Engineer,2,60000,GBP,73880,GB,0,GB,M
2022,2,MI,FT,Data Engineer,2,40000,GBP,49253,GB,0,GB,M
2022,3,SE,FT,Data Engineer,2,181940,USD,181940,US,0,US,M
2022,3,SE,FT,Data Engineer,2,132320,USD,132320,US,0,US,M
2022,3,SE,FT,Data Engineer,2,220110,USD,220110,US,0,US,M
2022,3,SE,FT,Data Engineer,2,160080,USD,160080,US,0,US,M
2022,2,MI,FT,Data Engineer,2,170000,USD,170000,US,100,US,M
2022,2,MI,FT,Data Engineer,2,150000,USD,150000,US,100,US,M
2022,1,EN,FT,Data Engineer,2,40000,GBP,49253,GB,100,GB,M
2022,1,EN,FT,Data Engineer,2,35000,GBP,43096,GB,100,GB,M
2022,3,SE,FT,Data Engineer,2,60000,GBP,73880,GB,0,GB,M
2022,3,SE,FT,Data Engineer,2,50000,GBP,61566,GB,0,GB,M
2022,3,SE,FT,Data Engineer,2,160000,USD,160000,US,0,US,L
2022,3,SE,FT,Data Engineer,2,113000,USD,113000,US,0,US,L
2022,3,SE,FT,Data Engineer,2,165400,USD,165400,US,100,US,M
2022,3,SE,FT,Data Engineer,2,132320,USD,132320,US,100,US,M
2022,3,SE,FT,Data Engineer,2,243900,USD,243900,US,100,US,M
2022,3,SE,FT,Data Engineer,2,156600,USD,156600,US,100,US,M
2022,3,SE,FT,Data Engineer,2,128875,USD,128875,US,100,US,M
2022,3,SE,FT,Data Engineer,2,93700,USD,93700,US,100,US,M
2022,3,SE,FT,Data Engineer,2,209100,USD,209100,US,100,US,L
2022,3,SE,FT,Data Engineer,2,154600,USD,154600,US,100,US,L
2022,3,SE,FT,Data Engineer,2,180000,USD,180000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,160000,USD,160000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,200100,USD,200100,US,100,US,M
2022,3,SE,FT,Data Engineer,2,160000,USD,160000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,70500,USD,70500,US,0,US,M
2022,3,SE,FT,Data Engineer,2,54000,USD,54000,US,0,US,M
2022,3,SE,FT,Data Engineer,2,175100,USD,175100,US,100,US,M
2022,3,SE,FT,Data Engineer,2,140250,USD,140250,US,100,US,M
2022,3,SE,FT,Data Engineer,2,145000,USD,145000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,130000,USD,130000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,155000,USD,155000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,115000,USD,115000,US,100,US,M
2022,2,MI,FT,Data Engineer,2,206699,USD,206699,US,0,US,M
2022,2,MI,FT,Data Engineer,2,99100,USD,99100,US,0,US,M
2022,3,SE,FT,Data Engineer,2,130000,USD,130000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,110500,USD,110500,US,100,US,M
2022,3,SE,FT,Data Engineer,2,154000,USD,154000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,126000,USD,126000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,100000,USD,100000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,25000,USD,25000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,220110,USD,220110,US,100,US,M
2022,3,SE,FT,Data Engineer,2,160080,USD,160080,US,100,US,M
2022,4,EX,FT,Data Engineer,2,324000,USD,324000,US,100,US,M
2022,4,EX,FT,Data Engineer,2,216000,USD,216000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,210000,USD,210000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,100000,USD,100000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,105000,USD,105000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,80000,USD,80000,US,100,US,M
2022,2,MI,PT,Data Engineer,2,50000,EUR,52533,DE,50,DE,L
2022,1,EN,FT,Data Engineer,2,65000,USD,65000,US,100,US,S
2022,3,SE,FT,Data Engineer,2,135000,USD,135000,US,100,US,M
2022,3,SE,FT,Data Engineer,2,115000,USD,115000,US,100,US,M
2020,1,EN,FT,Data Engineer,2,48000,EUR,54742,PK,100,DE,L
2022,1,EN,FT,Data Engineer,2,52800,EUR,55475,PK,100,DE,M
2021,3,SE,FT,Data Engineer,2,150000,USD,150000,US,0,US,L
2022,2,MI,FT,Data Engineer,2,62000,EUR,65141,FR,100,FR,M
2022,1,EN,FT,Data Engineer,2,120000,USD,120000,US,100,US,M
2021,2,MI,FT,Data Engineer,2,200000,USD,200000,US,100,US,L
2021,2,MI,FT,Data Engineer,2,100000,USD,100000,US,100,US,L
2020,2,MI,FT,Data Engineer,2,51999,EUR,59303,DE,100,DE,S
2021,2,MI,FT,Data Engineer,2,60000,GBP,82528,GB,100,GB,L
2021,1,EN,FT,Data Engineer,2,80000,USD,80000,US,100,US,L
2020,2,MI,FT,Data Engineer,2,65000,EUR,74130,AT,50,AT,L
2021,3,SE,FT,Data Engineer,2,153000,USD,153000,US,100,US,L
2021,2,MI,FT,Data Engineer,2,90000,USD,90000,US,100,US,L
2021,2,MI,FT,Data Engineer,2,110000,PLN,28476,PL,100,PL,L
2021,2,MI,FT,Data Engineer,2,140000,USD,140000,US,100,US,L
2020,4,EX,FT,Data Engineer,2,70000,EUR,79833,ES,50,ES,L
2021,3,SE,FT,Data Engineer,2,82500,GBP,113476,GB,100,GB,M
2021,1,EN,FT,Data Engineer,2,2250000,INR,30428,IN,100,IN,L
2021,3,SE,FT,Data Engineer,2,150000,USD,150000,US,100,US,M
2021,3,SE,FT,Data Engineer,2,115000,USD,115000,US,100,US,S
2020,2,MI,FT,Data Engineer,2,106000,USD,106000,US,100,US,L
2020,2,MI,FT,Data Engineer,2,88000,GBP,112872,GB,50,GB,L
2021,3,SE,FT,Data Engineer,2,150000,USD,150000,US,100,US,L
2020,3,SE,FT,Data Engineer,2,188000,USD,188000,US,100,US,L
2021,2,MI,FT,Data Engineer,2,200000,USD,200000,US,100,US,L
2021,3,SE,FT,Data Engineer,2,174000,USD,174000,US,100,US,L
2020,2,MI,FT,Data Engineer,2,61500,EUR,70139,FR,50,FR,L
2020,3,SE,FT,Data Engineer,2,720000,MXN,33511,MX,0,MX,S
2021,3,SE,FT,Data Engineer,2,70000,GBP,96282,GB,50,GB,L
2021,2,MI,FT,Data Engineer,2,108000,TRY,12103,TR,0,TR,M
2021,2,MI,FT,Data Engineer,2,52500,GBP,72212,GB,50,GB,L
2021,1,EN,FT,Data Engineer,2,1600000,INR,21637,IN,50,IN,M
2021,3,SE,FT,Data Engineer,2,200000,USD,200000,US,100,US,L
2021,2,MI,FT,Data Engineer,2,110000,USD,110000,US,100,US,L
2021,1,EN,FT,Data Engineer,2,72500,USD,72500,US,100,US,L
2021,2,MI,PT,Data Engineer,2,59000,EUR,69741,NL,100,NL,L
2021,2,MI,FT,Data Engineer,2,112000,USD,112000,US,100,US,L
2021,1,EN,FT,Data Engineer,2,55000,EUR,65013,DE,50,DE,M
2021,2,MI,FT,Data Engineer,2,250000,TRY,28016,TR,100,TR,M
2021,2,MI,FT,Data Engineer,2,111775,USD,111775,US,0,US,M
2021,2,MI,FT,Data Engineer,2,93150,USD,93150,US,0,US,M
2021,2,MI,FT,Data Engineer,2,22000,EUR,26005,RO,0,US,L
2020,1,EN,FT,Data Engineer,2,4450000,JPY,41689,JP,100,JP,S
2020,3,SE,FT,Data Engineer,2,42000,EUR,47899,GR,50,GR,L
2021,2,MI,FT,Data Engineer,2,48000,GBP,66022,HK,50,GB,S
2021,2,MI,FL,Data Engineer,2,20000,USD,20000,IT,0,US,L
2021,3,SE,FT,Data Engineer,2,165000,USD,165000,US,0,US,M
2020,2,MI,FT,Data Engineer,2,110000,USD,110000,US,100,US,L
2021,3,SE,FT,Data Engineer,2,65000,EUR,76833,RO,50,GB,S
2021,2,MI,FT,Data Engineer,2,38400,EUR,45391,NL,100,NL,L
2020,2,MI,FT,Data Engineer,2,130800,USD,130800,ES,100,US,M
2021,2,MI,FT,Data Engineer,2,24000,EUR,28369,MT,50,MT,L
2023,3,SE,FT,Data Analyst,3,147000,USD,147000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,92000,USD,92000,US,100,US,M
2023,2,MI,FT,Data Analyst,3,1050000,INR,12771,IN,100,IN,L
2023,3,SE,FT,Data Analyst,3,145000,USD,145000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,106000,USD,106000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,84000,USD,84000,CO,100,CO,M
2023,3,SE,FT,Data Analyst,3,60000,USD,60000,CO,100,CO,M
2023,1,EN,FT,Data Analyst,3,69525,USD,69525,US,100,US,M
2023,1,EN,FT,Data Analyst,3,61800,USD,61800,US,100,US,M
2023,3,SE,FT,Data Analyst,3,125000,USD,125000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,95000,USD,95000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,189400,USD,189400,GB,0,GB,M
2023,3,SE,FT,Data Analyst,3,131685,USD,131685,GB,0,GB,M
2023,3,SE,FT,Data Analyst,3,172000,USD,172000,GB,100,GB,M
2023,3,SE,FT,Data Analyst,3,110000,USD,110000,GB,100,GB,M
2023,3,SE,FT,Data Analyst,3,110000,USD,110000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,90000,USD,90000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,150000,USD,150000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,95000,USD,95000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,155000,USD,155000,GB,0,GB,M
2023,3,SE,FT,Data Analyst,3,120000,USD,120000,GB,0,GB,M
2023,3,SE,FT,Data Analyst,3,62000,USD,62000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,55000,USD,55000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,160000,USD,160000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,135000,USD,135000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,83000,USD,83000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,72000,USD,72000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,208450,USD,208450,US,100,US,M
2023,3,SE,FT,Data Analyst,3,170550,USD,170550,US,100,US,M
2023,3,SE,FT,Data Analyst,3,120000,USD,120000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,100000,USD,100000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,207300,USD,207300,CA,100,CA,M
2023,3,SE,FT,Data Analyst,3,149200,USD,149200,CA,100,CA,M
2023,3,SE,FT,Data Analyst,3,140000,USD,140000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,123400,USD,123400,US,100,US,M
2023,3,SE,FT,Data Analyst,3,82200,USD,82200,US,100,US,M
2023,3,SE,FT,Data Analyst,3,125000,USD,125000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,98000,USD,98000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,142000,USD,142000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,87500,USD,87500,US,0,US,M
2023,2,MI,FT,Data Analyst,3,105000,USD,105000,US,0,US,M
2023,2,MI,FT,Data Analyst,3,85000,USD,85000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,150000,USD,150000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,105000,USD,105000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,130000,USD,130000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,100000,USD,100000,US,100,US,M
2023,2,MI,FT,Data Analyst,3,150000,USD,150000,US,100,US,M
2023,2,MI,FT,Data Analyst,3,110000,USD,110000,US,100,US,M
2023,2,MI,FT,Data Analyst,3,105380,USD,105380,US,0,US,M
2023,2,MI,FT,Data Analyst,3,64500,USD,64500,US,0,US,M
2023,3,SE,FT,Data Analyst,3,202800,USD,202800,US,0,US,L
2023,3,SE,FT,Data Analyst,3,104300,USD,104300,US,0,US,L
2023,3,SE,FT,Data Analyst,3,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,65000,USD,65000,US,0,US,M
2023,1,EN,FT,Data Analyst,3,75000,USD,75000,US,0,US,M
2023,1,EN,FT,Data Analyst,3,70000,USD,70000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,204500,USD,204500,US,0,US,M
2023,3,SE,FT,Data Analyst,3,138900,USD,138900,US,0,US,M
2023,2,MI,FT,Data Analyst,3,38000,GBP,46316,GB,0,GB,M
2023,2,MI,FT,Data Analyst,3,35000,GBP,42660,GB,0,GB,M
2023,3,SE,FT,Data Analyst,3,168400,USD,168400,US,0,US,M
2023,3,SE,FT,Data Analyst,3,105200,USD,105200,US,0,US,M
2023,3,SE,FT,Data Analyst,3,45000,GBP,54848,CF,100,CF,M
2023,3,SE,FT,Data Analyst,3,35000,GBP,42660,CF,100,CF,M
2023,1,EN,FT,Data Analyst,3,85000,USD,85000,US,100,US,M
2023,1,EN,FT,Data Analyst,3,75000,USD,75000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,120000,USD,120000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,75000,USD,75000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,140000,USD,140000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,135000,USD,135000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,105500,USD,105500,US,0,US,M
2023,3,SE,FT,Data Analyst,3,80000,USD,80000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,70000,USD,70000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,200000,USD,200000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,148500,USD,148500,US,0,US,M
2023,3,SE,FT,Data Analyst,3,149500,USD,149500,US,100,US,M
2023,3,SE,FT,Data Analyst,3,127075,USD,127075,US,100,US,M
2023,3,SE,FT,Data Analyst,3,187000,USD,187000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,128000,USD,128000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,142000,USD,142000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,75000,USD,75000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,125000,USD,125000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,112000,USD,112000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,139000,USD,139000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,106000,USD,106000,US,0,US,M
2023,1,EN,FT,Data Analyst,3,55000,CAD,40700,CA,0,CA,L
2023,3,SE,FT,Data Analyst,3,140000,USD,140000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,175000,USD,175000,CA,100,CA,M
2023,3,SE,FT,Data Analyst,3,135000,USD,135000,CA,100,CA,M
2023,2,MI,FT,Data Analyst,3,90000,USD,90000,US,0,US,M
2023,2,MI,FT,Data Analyst,3,75000,USD,75000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,155000,USD,155000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,106000,USD,106000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,105000,USD,105000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,90000,USD,90000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,135000,USD,135000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,105500,USD,105500,US,0,US,M
2023,3,SE,FT,Data Analyst,3,80000,USD,80000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,70000,USD,70000,US,0,US,M
2023,1,EN,FT,Data Analyst,3,64200,USD,64200,US,100,US,M
2023,1,EN,FT,Data Analyst,3,56100,USD,56100,US,100,US,M
2023,3,SE,FT,Data Analyst,3,208450,USD,208450,US,100,US,M
2023,3,SE,FT,Data Analyst,3,170550,USD,170550,US,100,US,M
2023,3,SE,FT,Data Analyst,3,153600,USD,153600,US,0,US,M
2023,3,SE,FT,Data Analyst,3,100500,USD,100500,US,0,US,M
2023,2,MI,FT,Data Analyst,3,182500,USD,182500,US,0,US,M
2023,2,MI,FT,Data Analyst,3,121500,USD,121500,US,0,US,M
2023,2,MI,FT,Data Analyst,3,60000,GBP,73131,GB,0,GB,M
2023,2,MI,FT,Data Analyst,3,45000,GBP,54848,GB,0,GB,M
2023,3,SE,FT,Data Analyst,3,100000,USD,100000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,80000,USD,80000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,175000,USD,175000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,148700,USD,148700,US,0,US,M
2023,3,SE,FT,Data Analyst,3,125600,USD,125600,US,0,US,M
2023,3,SE,FT,Data Analyst,3,185000,USD,185000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,120250,USD,120250,US,100,US,M
2023,3,SE,FT,Data Analyst,3,208049,USD,208049,US,0,US,M
2023,3,SE,FT,Data Analyst,3,128500,USD,128500,US,0,US,M
2023,3,SE,FT,Data Analyst,3,190000,USD,190000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,95000,USD,95000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,153600,USD,153600,US,0,US,M
2023,3,SE,FT,Data Analyst,3,106800,USD,106800,US,0,US,M
2023,2,MI,FT,Data Analyst,3,128000,USD,128000,US,0,US,M
2023,2,MI,FT,Data Analyst,3,85000,USD,85000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,135000,USD,135000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,105500,USD,105500,US,0,US,M
2023,3,SE,FT,Data Analyst,3,100000,USD,100000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,80000,USD,80000,US,100,US,M
2023,2,MI,FT,Data Analyst,3,154000,USD,154000,US,0,US,M
2023,2,MI,FT,Data Analyst,3,143000,USD,143000,US,0,US,M
2023,1,EN,FT,Data Analyst,3,85000,USD,85000,US,100,US,M
2023,1,EN,FT,Data Analyst,3,75000,USD,75000,US,100,US,M
2023,2,MI,FT,Data Analyst,3,83500,USD,83500,US,100,US,M
2023,2,MI,FT,Data Analyst,3,52500,USD,52500,US,100,US,M
2023,3,SE,FT,Data Analyst,3,165000,USD,165000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,140000,USD,140000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,180180,USD,180180,US,0,US,M
2023,3,SE,FT,Data Analyst,3,106020,USD,106020,US,0,US,M
2023,3,SE,FT,Data Analyst,3,153600,USD,153600,US,0,US,M
2023,3,SE,FT,Data Analyst,3,100500,USD,100500,US,0,US,M
2023,3,SE,FT,Data Analyst,3,206500,USD,206500,US,100,US,M
2023,3,SE,FT,Data Analyst,3,121600,USD,121600,US,100,US,M
2023,1,EN,FT,Data Analyst,3,95000,USD,95000,US,100,US,M
2023,1,EN,FT,Data Analyst,3,70000,USD,70000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,115934,USD,115934,US,100,US,M
2023,3,SE,FT,Data Analyst,3,81666,USD,81666,US,100,US,M
2023,2,MI,FT,Data Analyst,3,206000,USD,206000,US,0,US,M
2023,2,MI,FT,Data Analyst,3,130000,USD,130000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,110000,USD,110000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,75000,USD,75000,US,100,US,M
2023,2,MI,FT,Data Analyst,3,160000,USD,160000,US,0,US,M
2023,2,MI,FT,Data Analyst,3,112000,USD,112000,US,0,US,M
2023,2,MI,FT,Data Analyst,3,100000,USD,100000,US,0,US,M
2023,2,MI,FT,Data Analyst,3,85000,USD,85000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,185000,USD,185000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,120250,USD,120250,US,100,US,M
2023,3,SE,FT,Data Analyst,3,70000,USD,70000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,55000,USD,55000,US,0,US,M
2023,2,MI,FT,Data Analyst,3,75000,USD,75000,US,100,US,M
2023,2,MI,FT,Data Analyst,3,65000,USD,65000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,180180,USD,180180,US,0,US,M
2023,3,SE,FT,Data Analyst,3,106020,USD,106020,US,0,US,M
2023,1,EN,FT,Data Analyst,3,75000,USD,75000,US,100,US,M
2023,1,EN,FT,Data Analyst,3,60000,USD,60000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,169000,USD,169000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,110600,USD,110600,US,0,US,M
2023,3,SE,FT,Data Analyst,3,250000,USD,250000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,138000,USD,138000,US,100,US,M
2023,2,MI,FT,Data Analyst,3,130000,USD,130000,CA,100,CA,M
2023,2,MI,FT,Data Analyst,3,100000,USD,100000,CA,100,CA,M
2023,3,SE,FT,Data Analyst,3,127000,USD,127000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,94000,USD,94000,US,100,US,M
2023,3,SE,FT,Data Analyst,3,161500,USD,161500,US,100,US,M
2023,3,SE,FT,Data Analyst,3,119500,USD,119500,US,100,US,M
2023,3,SE,FT,Data Analyst,3,175000,USD,175000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,185900,USD,185900,US,0,US,M
2023,3,SE,FT,Data Analyst,3,121700,USD,121700,US,0,US,M
2023,3,SE,FT,Data Analyst,3,153600,USD,153600,US,0,US,M
2023,3,SE,FT,Data Analyst,3,106800,USD,106800,US,0,US,M
2023,1,EN,FT,Data Analyst,3,100000,USD,100000,UZ,100,US,L
2023,3,SE,FT,Data Analyst,3,125000,USD,125000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,110000,USD,110000,US,0,US,M
2023,1,EN,FT,Data Analyst,3,150000,USD,150000,US,0,US,M
2023,1,EN,FT,Data Analyst,3,100000,USD,100000,US,0,US,M
2023,2,MI,FT,Data Analyst,3,80000,GBP,97508,GB,0,GB,M
2023,2,MI,FT,Data Analyst,3,40000,GBP,48754,GB,0,GB,M
2023,3,SE,FT,Data Analyst,3,95000,USD,95000,US,0,US,M
2023,3,SE,FT,Data Analyst,3,85500,USD,85500,US,0,US,M
2023,3,SE,FT,Data Analyst,3,185900,USD,185900,US,0,US,M
2023,3,SE,FT,Data Analyst,3,121700,USD,121700,US,0,US,M
